SENARAI SEKOLAH RENDAH DAN MENENGAH SEPERTI PADA 31 JANUARI 2020,,,,,,,,,,,,,,,,,,,,
BIL,NEGERI,PPD,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
4725,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA3049,SEKOLAH KEBANGSAAN TASEK APONG,JALAN PAHLAWAN,08000,SUNGAI PETANI,044210022,044241849,KBA3049@moe.edu.my,Bandar,SK,790,55,TIADA,TIADA,100.497811,5.657324
4726,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA3050,SEKOLAH KEBANGSAAN BAKAR ARANG,TAMAN ARKED,08000,SUNGAI PETANI,044234542,044224378,KBA3050@moe.edu.my,Bandar,SK,614,57,ADA,ADA,100.471717,5.628383
4727,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA3051,SEKOLAH KEBANGSAAN TAMAN INTAN,SUNGAI PETANI,08000,SUNGAI PETANI,044214809,044214967,KBA3051@moe.edu.my,Bandar,SK,147,26,ADA,ADA,100.46054,5.639736
4728,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA3052,SEKOLAH KEBANGSAAN SUNGAI PASIR KECHIL,"KM 6, JALAN KUALA KETIL, TAMAN SUTERA JAYA",08000,SUNGAI PETANI,044256728,044212184,KBA3052@moe.edu.my,Bandar,SK,1269,72,TIADA,TIADA,100.519734,5.625557
4729,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA3053,SEKOLAH KEBANGSAAN TELUK WANG,JALAN TELUK WANG,08000,SUNGAI PETANI,044315068,044315072,KBA3053@moe.edu.my,Bandar,SK,442,37,ADA,ADA,100.4397686,5.6216282
4730,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA3054,SEKOLAH KEBANGSAAN AMBANGAN HEIGHTS,BANDAR BARU SUNGAI LALANG,08000,SUNGAI PETANI,044412311,044412314,KBA3054@moe.edu.my,Bandar,SK,1295,94,ADA,ADA,100.542101,5.708231
4731,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA3055,SEKOLAH KEBANGSAAN BUKIT KIARA,"JALAN AYAM DIDIK 1, TAMAN RIA JAYA",08000,SUNGAI PETANI,044411386,044410998,KBA3055@moe.edu.my,Bandar,SK,1448,109,ADA,ADA,100.48,5.65
4732,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA3056,SEKOLAH KEBANGSAAN BANDAR PUTERI JAYA,BANDAR PUTERI JAYA,08000,SUNGAI PETANI,044430113,044430113,KBA3056@moe.edu.my,Bandar,SK,2354,136,TIADA,TIADA,100.5321159,5.6070263
4733,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA3057,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,BANDAR LAGUNA MERBOK,08000,SUNGAI PETANI,044445021,044445105,KBA3057@moe.edu.my,Bandar,SK,861,56,ADA,ADA,100.4949579,5.6867367
4734,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4001,SEKOLAH KEBANGSAAN AYER HITAM,KM 21 JALAN PUTERA,06150,AYER HITAM,047940345,047940345,KBA4001@moe.edu.my,Bandar,SK,762,64,ADA,ADA,100.24438,6.24548
4735,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4002,SEKOLAH KEBANGSAAN HAJI WAN YAHYA,"BATU 6 , JALAN SANGLANG",06100,KODIANG,047946794,047946794,KBA4002@moe.edu.my,Bandar,SK,248,33,ADA,ADA,100.24726,6.31059
4736,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4003,SEKOLAH KEBANGSAAN BATU 8 CHANGLUN,CHANGLUN,06010,JITRA,049244278,049244278,KBA4003@moe.edu.my,Bandar,SK,311,28,TIADA,TIADA,100.38839,6.41516
4737,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4004,SEKOLAH KEBANGSAAN DATO' SYED NAHAR,"BATU 4, JALAN KODIANG SANGLANG",06100,KODIANG,049254396,049254396,KBA4004@moe.edu.my,Bandar,SK,267,27,TIADA,TIADA,100.28033,6.34752
4738,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4005,SEKOLAH KEBANGSAAN BINJAL,ASUN,06000,JITRA,049175560,049165561,KBA4005@moe.edu.my,Bandar,SK,382,36,ADA,ADA,100.44211,6.33663
4739,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4006,SEKOLAH KEBANGSAAN GUAR NAPAI,FELDA GUAR NAPAI,06100,KODIANG,049243770,049243770,KBA4006@moe.edu.my,Bandar,SK,107,17,TIADA,TIADA,100.38647,6.38411
4740,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4007,SEKOLAH KEBANGSAAN DATO' WAN KEMARA,KM 9 LEBUHRAYA UTARA SELATAN,06010,CHANGLUN,049241235,049246962,KBA4007@moe.edu.my,Bandar,SK,1285,87,ADA,ADA,100.43059,6.42793
4741,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4008,SEKOLAH KEBANGSAAN GELONG,KAMPONG SALIT,06000,JITRA,049175830,049175830,KBA4008@moe.edu.my,Bandar,SK,219,24,TIADA,TIADA,100.40491,6.30521
4742,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4009,SEKOLAH KEBANGSAAN JITRA,JALAN IBRAHIM,06000,JITRA,049171297,049161851,KBA4009@moe.edu.my,Bandar,SK,517,47,TIADA,TIADA,100.42019,6.26254
4743,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4010,SEKOLAH KEBANGSAAN KODIANG,JALAN KODIANG,06100,KODIANG,049255726,049255726,KBA4010@moe.edu.my,Bandar,SK,471,46,ADA,ADA,100.31004,6.39211
4744,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4011,SEKOLAH KEBANGSAAN DATO' SRI SYED AHMAD,JALAN  MEGAT DEWA,06150,AYER HITAM,047946808,047946808,KBA4011@moe.edu.my,Bandar,SK,220,30,TIADA,TIADA,100.25811,6.28435
4745,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4012,SEKOLAH KEBANGSAAN HOSBA,"JALAN CHANGLUN, PEKAN NAPOH",06000,JITRA,049161160,049161160,KBA4012@moe.edu.my,Bandar,SK,401,40,TIADA,TIADA,100.423,6.35565
4746,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4013,SEKOLAH KEBANGSAAN MEGAT DEWA,JALAN MEGAT DEWA,06100,KODIANG,049252181,049252181,KBA4013@moe.edu.my,Bandar,SK,169,21,TIADA,TIADA,100.33351,6.32817
4747,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4014,SEKOLAH KEBANGSAAN MANGGOL BONGOR,JALAN MEGAT DEWA ,06100,KODIANG,049253795,049253795,KBA4014@moe.edu.my,Bandar,SK,179,21,TIADA,TIADA,100.30868,6.31508
4748,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4015,SEKOLAH KEBANGSAAN MATANG PAKU,JALAN AYER HITAM,06150,AYER HITAM,047946798,047942144,KBA4015@moe.edu.my,Bandar,SK,189,23,TIADA,TIADA,100.26729,6.26183
4749,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4016,SEKOLAH KEBANGSAAN PADANG PERAHU,KM 29 JALAN KODIANG,06000,JITRA,049291677,049291676,KBA4016@moe.edu.my,Bandar,SK,249,28,TIADA,TIADA,100.36477,6.31166
4750,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4017,SEKOLAH KEBANGSAAN TUNKU LAKSAMANA,PIDA 6 TUNJANG,06150,AYER HITAM,047940613,047940613,KBA4017@moe.edu.my,Bandar,SK,245,29,TIADA,TIADA,100.28946,6.27095
4751,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4018,SEKOLAH KEBANGSAAN PIDA TIGA,TUNJANG,06000,JITRA,047946799,047946799,KBA4018@moe.edu.my,Bandar,SK,230,26,TIADA,TIADA,100.3149,6.27977
4752,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4019,SEKOLAH KEBANGSAAN HAKIM TEH,"PULAU TIMBUL,MUKIM JERAM, TUNJANG",06000,JITRA,049293662,049293662,KBA4019@moe.edu.my,Bandar,SK,206,25,TIADA,TIADA,100.36313,6.25744
4753,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4020,SEKOLAH KEBANGSAAN SANGLANG,JALAN AYER HITAM,06150,ALOR SETAR,047946187,047946187,KBA4020@moe.edu.my,Luar Bandar,SK,241,28,TIADA,TIADA,100.21688,6.28379
4754,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4021,SEKOLAH KEBANGSAAN SIPUTEH,PEKAN PADANG SERA,06100,KODIANG,049251969,049251245,KBA4021@moe.edu.my,Bandar,SK,631,52,TIADA,TIADA,100.33671,6.36093
4755,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4022,SEKOLAH KEBANGSAAN TOK KEPAK,JALAN MEGAT DEWA ,06100,KODIANG,049253791,049253791,KBA4022@moe.edu.my,Bandar,SK,179,23,TIADA,TIADA,100.28735,6.30664
4756,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4023,SEKOLAH KEBANGSAAN BANDAR BUKIT KAYU HITAM,BANDAR BUKIT KAYU HITAM,06050,BUKIT KAYU HITAM,049221266,049221266,KBA4023@moe.edu.my,Luar Bandar,SK,567,41,TIADA,TIADA,100.4191,6.50003
4757,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4024,SEKOLAH KEBANGSAAN (FELDA) LAKA SELATAN,FELDA LAKA SELATAN,06010,CHANGLUN,049244261,049244261,KBA4024@moe.edu.my,Bandar,SK,212,22,TIADA,TIADA,100.36851,6.44608
4758,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4025,SEKOLAH KEBANGSAAN ANAK-ANAK ANGKATAN TENTERA,KEM TOK JALAI,06000,JITRA,047143317,047143317,KBA4025@moe.edu.my,Bandar,SK,305,29,TIADA,TIADA,100.41314,6.21701
4759,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4026,SEKOLAH KEBANGSAAN JERLUN,"KM 16,JALAN PUTRA",06150,AYER HITAM,047940609,047940609,KBA4026@moe.edu.my,Bandar,SK,354,33,TIADA,TIADA,100.26766,6.21395
4760,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4027,SEKOLAH KEBANGSAAN SERI BANAI,JITRA,06000,JITRA,049161842,049161842,KBA4027@moe.edu.my,Bandar,SK,226,29,TIADA,TIADA,100.45827,6.21976
4761,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4028,SEKOLAH KEBANGSAAN PENGHULU HJ DARUS,WANG TEPUS,06000,JITRA,049178697,049178697,KBA4028@moe.edu.my,Bandar,SK,233,28,TIADA,TIADA,100.48139,6.24776
4762,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4029,SEKOLAH KEBANGSAAN MALAU,JALAN BUKIT WANG,06000,JITRA,049177769,049177769,KBA4029@moe.edu.my,Bandar,SK,447,32,TIADA,TIADA,100.44816,6.28475
4763,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4030,SEKOLAH KEBANGSAAN TELOK MALEK,JALAN SUNGAI KOROK,06000,JITRA,049171209,049171209,KBA4030@moe.edu.my,Bandar,SK,95,16,TIADA,TIADA,100.38048,6.24874
4764,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4031,SEKOLAH KEBANGSAAN KEPALA BATAS,JALAN KG NAGA,06200,KEPALA BATAS,047144903,047144903,KBA4031@moe.edu.my,Bandar,SK,571,42,TIADA,TIADA,100.41046,6.20448
4765,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4032,SEKOLAH KEBANGSAAN SERI MUDA,ALOR BIAK,06150,AYER HITAM,047949509,047949509,KBA4032@moe.edu.my,Bandar,SK,590,53,ADA,ADA,100.32377,6.23421
4766,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4033,SEKOLAH KEBANGSAAN JITRA 2,JALAN TOK KESOP,06000,JITRA,049179433,049179433,KBA4033@moe.edu.my,Bandar,SK,367,36,TIADA,TIADA,100.41531,6.25848
4767,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4034,SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN,BANDAR DARULAMAN,06000,JITRA,049199671,049199671,KBA4034@moe.edu.my,Bandar,SK,1139,77,TIADA,TIADA,100.42832,6.24045
4768,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4056,SEKOLAH KEBANGSAAN PULAU CHAPA,JALAN AYER HITAM,06000,JITRA,047942084,047942084,KBA4056@moe.edu.my,Bandar,SK,135,17,TIADA,TIADA,100.31898,6.26649
4769,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4057,SEKOLAH KEBANGSAAN (FELDA) BKT TANGGA,FELDA BUKIT TANGGA,06050,BANDAR BUKIT KAYU HITAM,049222340,049222340,KBA4057@moe.edu.my,Luar Bandar,SK,288,27,TIADA,TIADA,100.47327,6.4957
4770,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4058,SEKOLAH KEBANGSAAN BUKIT TINGGI,JALAN BUKIT TINGGI,06200,KEPALA BATAS,047143353,047143353,KBA4058@moe.edu.my,Bandar,SK,527,41,ADA,ADA,100.42784,6.20636
4771,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4059,SEKOLAH KEBANGSAAN BANDAR BARU SINTOK,JALAN UUM,06010,SINTOK,049244299,049244299,KBA4059@moe.edu.my,Bandar,SK,1100,75,ADA,ADA,100.48456,6.44661
4772,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4060,SEKOLAH KEBANGSAAN PULAU NYIOR,JALAN KODIANG,06000,JITRA,049292527,049292816,KBA4060@moe.edu.my,Bandar,SK,270,29,TIADA,TIADA,100.39736,6.2826
4773,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4061,SEKOLAH KEBANGSAAN JITRA 3,JALAN HOSPITAL,06000,JITRA,049174036,049174036,KBA4061@moe.edu.my,Bandar,SK,557,45,TIADA,TIADA,100.40931,6.27549
4774,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4062,SEKOLAH KEBANGSAAN PADANG PEKAN,JALAN ISTANA KAMPUNG LUBUK KAWAH,06000,JITRA,049177782,049177782,KBA4062@moe.edu.my,Bandar,SK,549,49,ADA,ADA,100.388496,6.229235
4775,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4063,SEKOLAH KEBANGSAAN PUTAT,JALAN TELOK TENGGIRI,06000,JITRA,049252146,049252146,KBA4063@moe.edu.my,Bandar,SK,281,28,TIADA,TIADA,100.36294,6.338786
4776,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4064,SEKOLAH KEBANGSAAN PAYA KEMUNTING,JALAN CHANGLUN,06000,JITRA,049175784,049175792,KBA4064@moe.edu.my,Bandar,SK,593,56,ADA,ADA,100.420943,6.301548
4777,KEDAH,PPD KUBANG PASU,Rendah,SK,KBA4065,SEKOLAH KEBANGSAAN DARULAMAN HEIGHTS,BANDAR DARULAMAN,06000,JITRA,049172818,049171251,KBA4065@moe.edu.my,Bandar,SK,1064,77,ADA,ADA,100.454296,6.246181
4778,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5001,SEKOLAH KEBANGSAAN BUKIT SELARONG,DALAM LADANG SIME DARBY SDN BHD,09400,PADANG SERAI,044032161,044032161,KBA5001@moe.edu.my,Bandar,SK,178,18,TIADA,TIADA,100.59266,5.48193
4779,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5002,SEKOLAH KEBANGSAAN LDG BUKIT SIDIM,LADANG BUKIT SIDIM,09010,KULIM,01165736066,TIADA,KBA5002@moe.edu.my,Bandar,SK,74,13,TIADA,TIADA,100.670199,5.480443
4780,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5003,SEKOLAH KEBANGSAAN LADANG DUBLIN,JALAN MAHANG,09700,KARANGAN,045000133,TIADA,KBA5003@moe.edu.my,Luar Bandar,SK,128,17,TIADA,TIADA,100.7069593,5.3643405
4781,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5004,SEKOLAH KEBANGSAAN GUAR LOBAK,GUAR LOBAK,09400,PADANG SERAI,044850313,044850313,KBA5004@moe.edu.my,Bandar,SK,1287,91,TIADA,TIADA,100.544953,5.532269
4782,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5005,SEKOLAH KEBANGSAAN JUNJONG,KULIM,09000,KULIM,044871050,TIADA,KBA5005@moe.edu.my,Bandar,SK,240,27,TIADA,TIADA,100.532859,5.297182
4783,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5006,SEKOLAH KEBANGSAAN KELADI,KG KELADI,09000,KULIM,044951296,044911509,KBA5006@moe.edu.my,Bandar,SK,600,43,TIADA,TIADA,100.54381,5.3929
4784,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5007,SEKOLAH KEBANGSAAN KULIM,JLN TUNKU BENDAHARA,09000,KULIM,044905599,044906600,KBA5007@moe.edu.my,Bandar,SK,400,36,TIADA,TIADA,100.554316,5.363494
4785,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5008,SEKOLAH KEBANGSAAN SRI KULIM,TAMAN BERLIAN,09000,KULIM,044900369,044900369,KBA5008@moe.edu.my,Bandar,SK,486,51,ADA,ADA,100.546175,5.358567
4786,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5009,SEKOLAH KEBANGSAAN LABU BESAR,"KG PADANG UBI, LABU BESAR",09010,KULIM,044037688,044037688,KBA5009@moe.edu.my,Bandar,SK,468,42,TIADA,TIADA,100.690437,5.497877
4787,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5010,SEKOLAH KEBANGSAAN SRI LIMAU,JALAN LUNAS,09600,LUNAS,044841079,044849117,KBA5010@moe.edu.my,Bandar,SK,480,42,TIADA,TIADA,100.540538,5.414911
4788,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5011,SEKOLAH KEBANGSAAN LUNAS JAYA,LUNAS ,09600,KULIM ,044843973,044846013,KBA5011@moe.edu.my,Bandar,SK,781,69,ADA,ADA,100.53001,5.43108
4789,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5012,SEKOLAH KEBANGSAAN MERBAU PULAS,MERBAU PULAS,09300,KUALA KETIL,044160331,044160331,KBA5012@moe.edu.my,Bandar,SK,332,31,TIADA,TIADA,100.63466,5.556762
4790,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5013,SEKOLAH KEBANGSAAN MAHANG,KARANGAN,09500,KULIM,044042133,044042133,KBA5013@moe.edu.my,Luar Bandar,SK,306,30,TIADA,TIADA,100.747337,5.321272
4791,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5014,SEKOLAH KEBANGSAAN SUNGAI KARANGAN,JALAN SUNGAI KARANGAN,09410,PADANG SERAI ,044858953,044858953,KBA5014@moe.edu.my,Bandar,SK,712,56,ADA,ADA,100.620451,5.519578
4792,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5015,SEKOLAH KEBANGSAAN PERMATANG TOK DIK,KG PERMATANG DURIAN,09400,PADANG SERAI ,044850815,044850763,KBA5015@moe.edu.my,Bandar,SK,1008,81,ADA,ADA,100.543676,5.486682
4793,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5016,SEKOLAH KEBANGSAAN SUNGAI KOB,SUNGAI KOB,09700,KARANGAN,044056572,044050104,KBA5016@moe.edu.my,Bandar,SK,795,67,ADA,ADA,100.646172,5.428617
4794,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5017,SEKOLAH KEBANGSAAN SUNGAI SELUANG,JALAN SUNGAI SELUANG,09600,LUNAS,044842290,044842290,KBA5017@moe.edu.my,Bandar,SK,794,57,TIADA,TIADA,100.552757,5.44619
4795,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5018,SEKOLAH KEBANGSAAN SUNGAI ULAR,SUNGAI ULAR,09000,KULIM,044952153,044906064,KBA5018@moe.edu.my,Bandar,SK,1023,72,TIADA,TIADA,100.5769,5.378741
4796,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5019,SEKOLAH KEBANGSAAN SERI LINDUNGAN RAJA,SEDIM,09700,KARANGAN,TIADA,TIADA,KBA5019@moe.edu.my,Luar Bandar,SK,419,42,ADA,ADA,100.73552,5.410318
4797,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5020,SEKOLAH KEBANGSAAN TERAP,TERAP,09800,SERDANG,044078627,044078627,KBA5020@moe.edu.my,Luar Bandar,SK,264,31,ADA,ADA,100.626419,5.284575
4798,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5021,SEKOLAH KEBANGSAAN GUNUNG BONGSU,KARANGAN,09700,KARANGAN ,044170059,TIADA,KBA5021@moe.edu.my,Luar Bandar,SK,146,18,TIADA,TIADA,100.697375,5.363704
4799,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5022,SEKOLAH KEBANGSAAN PAGAR MUSIH,KARANGAN,09700,KARANGAN,01165735388,-TIADA,KBA5022@moe.edu.my,Bandar,SK,277,27,TIADA,TIADA,100.635018,5.456809
4800,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5023,SEKOLAH KEBANGSAAN KULIM BANDAR,JLN.TUNKU MOHD. ASAAD,09000,KULIM,044900145,044900145,KBA5023@moe.edu.my,Bandar,SK,142,16,TIADA,TIADA,100.553045,5.369751
4801,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5024,SEKOLAH KEBANGSAAN PERMATANG TIONG,JALAN KG AIR PUTEH,09000,KULIM,044872371,044872371,KBA5024@moe.edu.my,Bandar,SK,192,27,ADA,ADA,100.53884,5.29044
4802,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5025,SEKOLAH KEBANGSAAN TAMAN SELASIH,TAMAN SELASIH,09000,KULIM ,044952868,044952868,KBA5025@moe.edu.my,Bandar,SK,911,69,ADA,ADA,100.525793,5.377312
4803,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5026,SEKOLAH KEBANGSAAN TAMAN KENARI,TAMAN KENARI,09000,KULIM,044911971,044904979,KBA5026@moe.edu.my,Bandar,SK,823,60,TIADA,TIADA,100.571577,5.368128
4804,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5027,SEKOLAH KEBANGSAAN TAMAN RIA,TAMAN RIA,09400,PADANG SERAI,044850735,044853855,KBA5027@moe.edu.my,Bandar,SK,1454,101,TIADA,TIADA,100.5490639,5.5109833
4805,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5028,SEKOLAH KEBANGSAAN JALAN PAYA BESAR,JALAN PAYA BESAR,09600,LUNAS,044848863,044842625,KBA5028@moe.edu.my,Bandar,SK,799,56,TIADA,TIADA,100.54469,5.41872
4806,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5029,SEKOLAH KEBANGSAAN TAMAN HI-TECH,"JLN KTC 5, KULIM TECHNOCITY KULIM, HI-TECH PARK",09000,KULIM,044037488,044037488,KBA5029@moe.edu.my,Bandar,SK,1050,70,TIADA,TIADA,100.577456,5.406525
4807,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5030,SEKOLAH KEBANGSAAN AIR MERAH,TAMAN SERI PETALING,09000,KULIM,044957960,044900366,KBA5030@moe.edu.my,Bandar,SK,966,70,ADA,ADA,100.53199,5.36785
4808,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5031,SEKOLAH KEBANGSAAN TAMAN JELUTONG,TAMAN JELUTONG,09000,KULIM,044954444,044915609,KBA5031@moe.edu.my,Bandar,SK,553,41,TIADA,TIADA,100.534613,5.356859
4809,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5032,SEKOLAH KEBANGSAAN TAMAN MUTIARA,KARANGAN,09700,KARANGAN,044031598,044031159,KBA5032@moe.edu.my,Bandar,SK,1054,78,TIADA,TIADA,100.643844,5.440435
4810,KEDAH,PPD KULIM/BANDAR BAHARU,Rendah,SK,KBA5033,SEKOLAH KEBANGSAAN TAMAN MAHSURI,PADANG SERAI,09400,PADANG SERAI,044853510,TIADA,KBA5033@moe.edu.my,Bandar,SK,982,68,TIADA,TIADA,100.541608,5.509064
4811,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6001,SEKOLAH KEBANGSAAN LUBUK CHEMPEDAK,"PULAU TUBA, MUKIM KUAH",07000,LANGKAWI,049671758,049671758,KBA6001@moe.edu.my,Luar Bandar,SK,62,13,TIADA,TIADA,99.831734,6.249716
4812,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6002,SEKOLAH KEBANGSAAN BAYAS,"KG BAYAS, MUKIM ULU MELAKA",07000,LANGKAWI,049553211,049553211,KBA6002@moe.edu.my,Bandar,SK,676,48,TIADA,TIADA,99.768714,6.329192
4813,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6003,SEKOLAH KEBANGSAAN EWA,MUKIM AYER HANGAT,07000,LANGKAWI,049591726,049591726,KBA6003@moe.edu.my,Luar Bandar,SK,368,31,TIADA,TIADA,99.741968,6.396131
4814,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6004,SEKOLAH KEBANGSAAN KEDAWANG,MUKIM KEDAWANG,07000,LANGKAWI,049554787,049552804,KBA6004@moe.edu.my,Bandar,SK,803,58,TIADA,TIADA,99.73759,6.31874
4815,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6006,SEKOLAH KEBANGSAAN SERI NEGERI,JALAN AYER HANGAT,07000,LANGKAWI,049692030,049692032,KBA6006@moe.edu.my,Bandar,SK,991,77,TIADA,TIADA,99.856515,6.330294
4816,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6007,SEKOLAH KEBANGSAAN KUALA TERIANG,JALAN KUALA TERIANG,07100,LANGKAWI,049551361,049551361,KBA6007@moe.edu.my,Bandar,SK,648,44,TIADA,TIADA,99.715322,6.361406
4817,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6008,SEKOLAH KEBANGSAAN PADANG MATSIRAT,MUKIM PADANG MATSIRAT,07100,LANGKAWI,049553494,049559420,KBA6008@moe.edu.my,Bandar,SK,873,68,ADA,ADA,99.729351,6.352977
4818,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6009,SEKOLAH KEBANGSAAN PULAU TUBA,PULAU TUBA,07000,LANGKAWI,049661598,049660390,KBA6009@moe.edu.my,Luar Bandar,SK,130,17,TIADA,TIADA,99.858,6.23362
4819,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6010,SEKOLAH KEBANGSAAN SERI LAGENDA,JALAN AYER HANGAT,07000,LANGKAWI,049661634,049667044,KBA6010@moe.edu.my,Bandar,SK,307,29,TIADA,TIADA,99.86767,6.36608
4820,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6011,SEKOLAH KEBANGSAAN TEMONYONG,MUKIM KEDAWANG,07000,LANGKAWI,049552019,049552019,KBA6011@moe.edu.my,Bandar,SK,593,50,ADA,ADA,99.73929,6.2976
