Judul,Isi,Label
Jaminan Sosial ASN dan TNI/Polri Kembali Direvisi," Pemerintah kembali merevisi aturan tentang jaminan kecelakaan kerja dan jaminan kematian bagi pegawai Aparatur Sipil Negara (ASN). Melalui beleid Peraturan Pemerintah Nomor 66 tahun 2017, pemerintah merevisi beberapa ketentuan dalam PP Nomor 70 tahun 2015. Perubahan tersebut salah satunya pada pasal 30, yakni besaran iuran jaminan kematian (JKM) bagi ASN naik menjadi 0,72 persen dari gaji peserta setiap bulan. Selama ini iuran itu hanya 0,30 persen dari gaji ASN setiap bulan. Aturan tersebut berlaku saat diundangkan tanggal 29 Desember 2017, tetapi dalam beleid ini, pembayaran iuran JKK dan JKM ASN terhitung mulai Juli 2017. Asisten Deputi Kesejahteraan Sumber Daya Manusia Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PAN-RB) Salman Sijabat mengatakan, pemerintah akan terus merevisi sejumlah aturan terkait jaminan sosial ASN. Ia menyebutkan, hal ini ditujukan untuk meningkatkan kesejahteraan ASN. Selain PP No. 66/2017, pemerintah tengah menggodok Rancangan Peraturan Pemerintah (RPP) Jaminan Pensiun dan Jaminan Hari Tua bagi ASN dan TNI/Polri, termasuk kemungkinan diaturnya JKK dan JKM. Kalau selama ini tunjangan tersebut dikelola secara terpisah, nantinya dengan aturan baru tersebut, akan dikelola secara bersama. ""Pemerintah merancang Jaminan Pensiun dan Jaminan Hari Tua agar bisa dengan sistem fully funded,"" kata Salman, Minggu (4/1/2018). Sebelumnya, Dewan Jaminan Sosial Nasional (DJSN) meminta pemerintah untuk melakukan sinkronisasi pengelolaan jaminan sosial ASN, TNI/Polri agar sesuai dengan UU No 40 /2004 tentang Sistem Jaminan Sosial Negara (SJSN) dan UU No/. 24/2011 tentang BPJS. Namun, Salman menyebutkan, RPP Jaminan Pensiun dan Jaminan Hari Tua bagi ASN dan TNI/Polri akan sesuai dengan Undang-Undang Nomor 5 tahun 2014 tentang Aparatur Sipil Negara. Dia belum bersedia mengatakan pihak yang akan mengelola Jaminan Pensiun dan Jaminan Hari Tua bagi ASN dan TNI/Polri apabila dijadikan satu. ""Siapa yang mengelola, tergantung nanti, yang jelas pengelola harus pemerintahagar efisien,"" ucapnya. Salman menyatakan saat ini Kementerian PAN RB sudah intensif membahas subtansi rancangan payung hukum itu. Rencananya pekan depan RPP ini akan kembali dibahas di Kementerian Koordinator Politik Hukum dan Keamanan (Kemko Polhukam). ""Diharapkan bisa segera selesai,"" ujarnya. Koordinator advokasi BPJS Watch, Timboel Siregar menjelaskan, meski pemerintah merujuk pada UU Nomor 5/2014, namun pengaturan jaminan sosial ASN, TNI, Polri juga harus mengacu UU No 40 /2004 dan UU No/. 24/2011. Menurut dia, jaminan ketenagakerjaan ASN, TNI, Polri diserahkan ke BPJS Ketenagakerjaan. ""Karena Undang-Undang Nomor 5 tahun 2014 itu mengacu kepada Undang-Undang Nomor 40 tahun 2004 yang mengamanatkan jaminan tersebut dikelola oleh lembaga nirlaba,"" kata Timboel. (Kontan/Ramadhani Prihatini) ",fact
"""Disentil"" Jokowi, BEM UI Langsung Galang Donasi untuk Asmat","Badan Eksekutif Mahasiswa Universitas Indonesia (BEM UI) menggalang donasi untuk warga Asmat yang menderita penyakit campak dan gizi buruk. Penggalangan dana mulai dibuka setelah Presiden Joko Widodo menyatakan hendak mengirim BEM UI ke Asmat untuk melihat langsung kondisi di salah satu kabupaten terpencil di Papua itu. Wakil Ketua BEM UI 2018 Eto Idmand Perdina mengatakan, sebelum Jokowi menyampaikan hal tersebut, pihak BEM UI sudah merencanakan melakukan hal konkret untuk membantu saudara-saudara kita di Papua. ""Kami memang sudah memiliki rencana untuk konsentrasi pada kasus luar biasa yang menimpa Asmat. Akan ada tindak lanjut dari BEM UI,"" ujar Eto dalam keterangan tertulis, Minggu (4/1/2018). Namun, Eto mengakui bahwa penggalangan dana baru dibuka pada 4 Februari, sehari setelah pernyataan Jokowi. BEM UI merilis kampanye dan link atau tautan donasi melalui kitabisa.com untuk mengajak seluruh masyarakat Indonesia memberikan bantuan bagi warga Asmat. Donasi dapat diberikan melalui link kitabisa.com/donasiasmat mulai hari ini sampai 40 hari ke depan. ""Ini adalah langkah konkret kami untuk berkomitmen membantu sahabat-sahabat kita di Papua dan mengajak seluruh masyarakat Indonesia berkolaborasi bersama dalam gerakan kemanusiaan ini,"" ucap Eto. Eto mengatakan, link donasi ini juga sudah disosialisasikan lewat platform media sosial BEM UI dan sejumlah pengurusnya. Saat ini, BEM UI sedang berkoordinasi dengan beberapa lembaga kemanusiaan sebelum memutuskan melalui lembaga mana dana ini akan disalurkan. Berdasarkan pantauan Kompas.com hingga Senin (5/1/2018) pagi, donasi yang sudah terkumpul Rp 19 Juta. ""Melalui gerakan ini, kami berharap BEM UI dapat turut aktif bergerak membantu memulihkan kondisi Asmat yang kini sangat membutuhkan bantuan,"" kata Eto. Ketua BEM UI Zaadit Taqwa sebelumnya melakukan aksi mengacungkan kartu kuning kepada Presiden Joko Widodo. Aksi itu dilakukan saat Jokowi menghadiri Dies Natalies UI di kampus UI, Depok, Jumat (2/1/2018). Kartu kuning diberikan sebagai peringatan kepada Jokowi atas berbagai masalah yang terjadi, salah satunya gizi buruk di Asmat yang sudah menewaskan puluhan orang. Menanggapi hal itu, Jokowi ingin agar pengurus BEM UI ikut melihat dan menyaksikan kondisi yang ada di Kabupaten Asmat, Papua. ""Mungkin nanti, ya, mungkin nanti saya akan kirim semua ketua dan anggota di BEM untuk ke Asmat, dari UI, ya,"" kata Presiden Joko Widodo setelah menghadiri Haul Majemuk Masyayikh di Pondok Pesantren Salafiyah Safi`iyah Sukorejo, Situbondo, Jawa Timur, Sabtu (3/2/2018), seperti dikutip Antara. ""Biar lihat dapat bagaimana medan yang ada di sana kemudian problem-problem besar yang kita hadapi di daerah-daerah, terutama Papua,"" kata Presiden.",fact
"Indonesia Kebagian Dua Gelar, Kevin/Marcus Raih yang Ketiga","Ganda putra Kevin Sanjaya Sukamuljo/Marcus Fernaldi Gideon berhasil mencetak hat-trick di ajang India Open 2018. Tahun 2016 dan 2017, Kevin/Marcus juga sukses menjadi kampiun di India Open. Kemenangan di final diraih pasangan rangking satu dunia ini atas Kim Astrup/Anders Skaarup Rasmussen (Denmark), dengan skor 21-14, 21-16. Gelar ini merupakan gelar kedua Kevin/Marcus di tahun 2018. Pekan lalu, Kevin/Marcus baru saja menjadi juara di Daihatsu Indonesia Masters 2018. Dengan kemenangan ini, Kevin/Marcus pun tercatat meraih gelar juara di lima turnamen berturut-turut di China Open Super Series Premier 2017, Hong Kong Open Super Series 2017, BWF World Super Series Finals 2017, Daihatsu Indonesia Masters 2018 dan India Open 2018 BWF World Tour Super 500. Meskipun sempat mengalami kekalahan di babak penyisihan grup di BWF Dubai Super Series Finals 2017 atas Takeshi Kamura/Keigo Sonoda (Jepang), namun Kevin/Marcus membalas dan akhirnya tetap mengantongi gelar di turnamen tersebut. Penampilan Kevin/Marcus sepanjang India Open 2018 pun cukup baik. Dalam perjalanan ke podium juara, Kevin/Marcus tak pernah kehilangan satu gim pun. “Pastinya senang bisa dapat gelar hat-trick di turnamen ini. Kami mengawali tahun 2018 dengan baik, semoga ke depannya kami bisa tampil lebih baik lagi dan meraih gelar juara. Kami harus bisa mengatur kondisi dengan jadwal turnamen yang padat seperti tahun ini,” ujar Marcus. “Dari awal kami memang selalu menekan lawan karena mereka pertahanannya bagus,” ujar Kevin ketika ditanya soal permainan. “Kami cukup senang bertanding di India Open karena selalu mendapat hasil yang bagus. Gelar level super series pertama yang kami dapat juga di India Open, “ tambah Kevin. Indonesia meraih dua gelar juara dari ajang India Open 2018. Di ganda putri, pasangan Greysia Polii/Apriyani Rahayu berhasil menggondol gelar juara setelah menundukkan unggulan kedua, Jongkolphan Kittiharakul/Rawinda Prajongjai (Thailand), dengan skor 21-18, 21-15. Sementara pasangan ganda campuran Praveen Jordan/Melati Daeva Oktavianti di final takluk dari unggulan kelima, Mathias Christiansen/Christinna Pedersen (Denmark), dengan skor 21-14, 21-15. Hasil final India Open 2018: Greysia Polii/Apriyani Rahayu [INA/3]-Jongkolphan Kititharakul/Rawinda Prajongjai [THA/2] 21-18 21-15. Mathias Christiansen/Christinna Pedersen [DEN/5]-Praveen Jordan/Melati Daeva Oktavianti [INA] 21-14 21-15. Shi Yuqi [CHN/4]-Chou Tien Chen [TPE/3]    21-18 21-14. Marcus Fernaldi Gideon/ Kevin Sanjaya Sukamuljo [INA/1] - Kim Astrup/Anders Skaarup Rasmussen [DEN/4] 21-14 21-16. Zhang Beiwen Zhang [USA/5]-Pusarla V. Sindhu [IND/1] 21-18 11-21 22-20    ",fact
"Hasil Liga Spanyol, Barcelona Tertahan pada Laga Derbi","Barcelona bermain imbang 1-1 dalam laga derbi kontra Espanyol pada pertandingan pekan ke-22 Divisi Primera La Liga Spanyol di Stadion RCDE, Minggu (4/2/2018) malam. Pada laga ini, Barcelona yang bermain tanpa Lionel Messi pada babak pertama tertinggal terlebih dahulu oleh gol Gerard Moreno pada menit ke-66. Gerard Pique menyelamatkan wajah Barcelona setelah mencetak gol penyama kedudukan pada menit ke-83. Hasil imbang ini memang tak mengubah posisi Barcelona. Pasukan Ernesto Valverde itu masih berada di puncak klasemen dengan koleksi 58 poin. Pada laga di bawah guyuran hujan ini, Barcelona tampil sangat mendominasi dengan memiliki 74 persen penguasaan bola di sepanjang laga. Barcelona pun memiliki peluang lebih banyak ketimbang Espanyol dengan melepas 12 peluang, tetapi hanya dua di antaranya yang tepat sasaran. Sedangkan Espanyol juga mampu memberikan perlawanan sengit dengan melepaskan tujuh tembakan dengan dua shots on target. Kebuntuan lini serang Barcelona ini sedikit banyak dipengaruhi oleh dibangkucadangkannya Lionel Messi. Pelatih Ernesto Valverde memilih menyimpan Messi di bench dan memainkan Paco Alcacer bersama Luis Suarez dan Philippe Countinho lini lini serang. Selain itu, faktor hujan lebat di sepanjang pertandingan yang membuat tingginya genangan air di permukaan lapangan membuat Barcelona kesulitan menerapkan permainan bola datar satu sentuhan khas mereka. Peluang terbaik Barcelona di sepanjang babak pertama didapat melalui sepakan Philippe Coutinho pada menit ke-22 yang hanya menerpa mistar gawang Espanyol. Pada menit pertama di babak kedua, Espanyol sempat berhasil membobol gawang Barcelona melalui sepakan Gerard Moreno. Namun, wasit Jesus Gil menganulir gol tersebut karena bola sudah keluar dari lapangan permainan sebelum Baptistao melepaskan umpan kepada Gerard Moreno. Pada menit ke-66, Barcelona semakin kesulitan untuk bisa memenangi laga setelah Espanyol berhasil unggul melalui tandukan Gerard Moreno. Memanfaakan umpan silang dari Sergio Garcia, bola gagal dipotong Gerard Pique di udara dan sukses disambar oleh Gerard Moreno dengan sebuah tandukan yang tak mampu diantisipasi oleh Ter Stegen dengan sempurna. Tertinggal 0-1 membuat Barcelona semakin meningkatkan intensitas serangan. Beberapa percobaan sempat didapat dan baru membuahkan hasil pada menit ke-82. Berawal dari umpan tendangan bebas Messi dari sisi kanan pertahanan Espanyol, bola berhasil disambut dengan sebuah tandukan keras oleh Gerard Pique yang tak mampu diantisipasi Diego Lopez secara sempurna. Skor imbang 1-1 membuat tensi laga sempat memanas. Total, wasit mengeluarkan tujuh kartu kuning. Kondisi ini membuat edua tim tidak mampu menciptakan peluang berarti dan membuat skor imbang 1-1 bertahan hingga akhir laga. (Verdi Hendrawan) ",fact
Ini Daerah yang Bisa Terdampak Genangan akibat Luapan Katulampa ,"Bendung Katulampa, Bogor, saat ini sudah memasuki status Siaga 1. Warga di semua wilayah Jakarta diminta bersiaga mengantisipasi potensi genangan. ""Seluruh wilayah kami ingatkan, yang dekat, misalnya Depok, lalu ke selatan masuk Manggarai, itu alirannya sampai ke Priok. Jadi, antisipasi semua,"" kata Kepala Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta Jupan Royter ketika dihubungi, Senin (5/2/2018). Jupan mengatakan, aliran air dari luapan Katulampa membutuhkan waktu enam jam untuk sampai ke Sungai Ciliwung. Dia berharap Jakarta tidak diguyur hujan deras agar potensi genangan tidak parah. BPBD DKI Jakarta melalui situs mereka di bpbd.jakarta.go.id menuliskan kawasan yang berpotensi terdampak luapan Bendung Katulampa.  Kawasan yang dimaksud adalah Srengseng Sawah, Rawajati, Kalibata, Pengadegan, Pejaten Timur, Kebon Baru, Bukit Duri, Balekambang, Cililitan, Cawang, Bidara Cina, dan Kampung Melayu. Bendung Katulampa mencapai Siaga 1. Ketinggian air di Bendung Katulampa mencapai 220 cm pada Senin (5/2/2018) pukul 08.30. Kepala Pusat Data, Informasi, dan Humas Badan Nasional Penanggulangan Bencana (BNPB) Sutopo Purwo Nugroho mengatakan, tingginya permukaan air tersebut disebabkan hujan yang terus turun sejak Minggu (4/2/2018) malam.",fact
Rekomendasi Pansus Hak Angket Dinilai Langgar Independensi KPK," Peneliti Pusat Studi Hukum dan Kebijakan (PSHK) Indonesia Miko S Ginting menyoroti rekomendasi Panitia Khusus Hak Angket Komisi Pemberantasan Korupsi, terutama soal pembentukan lembaga pengawas independen melalui peraturan presiden (perpres). ""Soal rekomendasi membentuk lembaga pengawas, ini cenderung bertentangan dengan prinsip independensi KPK,"" ujar Miko kepada Kompas.com, Senin (5/2/2018). Prinsip independensi KPK itu, menurut Miko, tertuang dalam Pasal 3 Undang-Undang Nomor 30 Tahun 2002 tentang KPK. Bunyinya, ""Komisi Pemberantasan Korupsi adalah lembaga negara yang dalam melaksanakan tugas dan wewenangnya bersifat independen dan bebas dari pengaruh kekuasaan manapun."" Apalagi, Pansus Hak Angket untuk KPK tidak merinci apa tugas pokok dan fungsi lembaga pengawas independen itu. Hal tersebut bisa menimbulkan ketidakjelasan dalam hal implementasi menjalankan rekomendasi dan dikhawatirkan berujung pada menambah mata rantai prosedur penegakkan hukum di KPK. Miko melanjutkan, jika tugas dari lembaga pengawasan independen itu bertugas untuk menjaga etik dan perilaku, KPK sudah memiliki Pengawas Internal dan Komite Etik. ""Jika tugasnya berkaitan dengan penegakkan hukum, maka ini justru semakin mengonfirmasi bahwa pembentukan lembaga pengawas independen ini sangat-sangat bertentangan dengan prinsip independensi KPK,"" ujar Miko. ""Pengawasan KPK itu kan sudah built-in dalam sistem kerjanya. Misalnya, tidak adanya wewenang SP3. Itu kan salah satu bentuk sistem pengawasan. Artinya saat seseorang ditetapkan sebagai tersangka, bukti-buktinya harus clear dan prudence. Sekali tersangka, maka harus dibawa ke pengadilan,"" kata dia. Selain mengenai pembentukan lembaga pengawas independen, Miko sekaligus berpendapat bahwa munculnya rekomendasi ini sebenarnya akan menuai polemik baru. Sebab, eksekutif bisa saja tidak menjalankannya. ""Ini akan menjadi polemik baru ketika tidak dijalankan atau dianggap tidak dijalankan sesuai dengan rekomendasi. Apalagi rekomendasinya bersifat umum,"" ujar Miko.",fact
"Cipinang Melayu Tergenang, Belum Ada Warga yang Mengungsi"," Kawasan Kelurahan Cipinang Melayu tergenang sejak kemarin. Meski demikian, Kepala Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta Jupan Royter mengatakan belum ada warga yang mengungsi. ""Sampai sekarang Cipinang yang ada banjir genangan tapi belum ada pengungsian,"" ujar Jupan ketika dihubungi, Senin (5/2/2018). Berdasarkan informasi dari Twitter BPBD DKI Jakarta, genangan terjadi di RW 03 RW 04, Kelurahan Cipinang Melayu dengan ketinggian 30-40 cm. BPBD DKI Jakarta sudah menginformasikan kepada pimpinan tiap wilayah untuk mengantisipasi potensi genangan, termasuk satuan kerja perangkat daerah (SKPD) terkait.  Jupan mengatakan, saat ini BPBD DKI Jakarta masih memantau kondisi pintu air lainnya. Terkait ini, Jupan meminta masyarakat tidak panik. Bila memiliki informasi terkait genangan, warga diminta menghubungi call center BPBD di 112. ""Masyarakat enggak perlu panik. Kalau ada apa-apa bisa informasikan ke call center,"" kata Jupan.  Bendung Katulampa, Bogor, mencapai siaga 1. Ketinggian air di Bendung Katulampa mencapai 220 cm pada Senin (5/2/2018) pada pukul 08.30. Kepala Pusat Data Informasi dan Humas Badan Nasional Penanggulangan Bencana (BNPB) Sutopo Purwo Nugroho mengatakan, tingginya permukaan air tersebut disebabkan hujan yang terus turun sejak Minggu (4/2/2018) malam.",fact
"Bendung Katulampa Siaga 1, Warga Bantaran Ciliwung Diminta Waspada","Bendung Katulampa, Bogor mencapai siaga 1. Ketinggian air di Bendung Katulampa mencapai 220 cm pada Senin (5/2/2018) pada pukul 08.30. Kepala Pusat Data Informasi dan Humas Badan Nasional Penanggulangan Bencana (BNPB) Sutopo Purwo Nugroho mengatakan, tingginya permukaan air tersebut disebabkan hujan yang terus turun sejak Minggu (4/2/2018) malam. Sekitar pukul 22.40, ketinggian air masih mencapai 40 cm atau siaga 4. Kemudian pada Senin pukul 07.00, ketinggian air naik menjadi 110 cm atau siaga 3. Pada pukul 08.15, ketinggian air kembali naik menjadi 180 cm. Bendung Katulampa siaga 1 pada pukul 08.30. ""Iya, hujan sejak semalam. (Bendung Katulampa) sudah siaga 1,"" ujar Sutopo melalui pesan singkat kepada Kompas.com.  Pihaknya meminta warga di bantaran Kali Ciliwung mewaspadai air kiriman datang. Wilayah tersebut yakni, Sukasari, Baranangsiang, Babakan Pasar, Sempur, Pabaton, Bantarjati, Kedung Badak, dan Kedung Halang. ""Warga yang tinggal di pinggiran sungai Ciliwung di wilayah Bogor agar tidak melakukan aktivitas di sungai. Kami sudah melakukan penyebaran informasi melalui media sosial serta camat dan lurah se-Kota Bogor,"" kata Sutopo. Selain Bogor, beberapa wilayah di Jakarta juga waspada kiriman air dari Bendung Katulampa. Berdasarkan lama Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta, wilayah yang diprediksi menerima banjir kiriman yakni Srengseng Sawah, Rawajati, Kalibata, Pengadegan, Pejaten Timur, Kebon Baru, dan Bukit Duri. Kemudian Balekambang, Cililitan, Cawang, Bidara Cina, dan Kampung Melayu. ",fact
"Jalur Tertutup, Ini 4 Lokasi Longsor di Puncak","Petugas masih membersihkan material longsor di Puncak, Kabupaten Bogor. Longsor terjadi di empat titik dan membuat jalur Puncak ditutup total. ""Pembersihan material longsor di seputaran Desa Tugu, Jl Raya Puncak masih berlangsung,"" demikian informasi yang disampaikan lewat akun Twitter TMC Polres Bogor, Senin (5/2/2018). Longsor terjadi sekitar pukul 08.00 WIB pagi tadi. Di kawasan ini, hujan mengguyur sejak pukul 02.00 WIB dini hari. ""Sampai dengan saat ini curah hujan di wilayah Kecamatan Cisarua cukup tinggi disertai dengan angin kencang dan mengingat wilayah Kecamatan Cisarua merupakan daerah perbukitan dengan konstur tanah yang labil maka sehingga tanah tidak kuat menahan volume air maka terjadilah bencana longsor,"" papar petugas. Empat titik longsor di Cisarua, Kabupaten Bogor yakni: - Bencana longsor di sekitaran Panimbangan Kecil Desa Tugu Selatan Kecamatan Cisarua yang mengakibatkan bahu jalan amblas dan material tanah dari tebing menutup sebagian bahu jalan . - Bencana longsor di sekitar Masjid Atta'Awun Desa Tugu Selatan Kecamatan Cisarua, material tanah menutup jalan dan telah diupayakan dengan menggunakan alat berat. - Bencana longsor di Villa Pengayoman / Kehakiman Kp. Cibeureum RT.02/03 Ds. Cibeureum Kec. Cisarua tidak ada korban jiwa. - Bencana longsor di Kp. Babakan Rt. 03/04 Ds. Cibeureum material tanah menutup jalan sebagian jalan desa.",fact
"Resmi Dirilis, Ponsel Mirip iPhone X Dijual Rp 2,1 Juta","Vendor ponsel asal China, Oukitel baru saja merilis perangkat bernama U18. Ponsel ini punya tampilan mirip iPhone X dan dijual hanya Rp 2,1 juta, apa keunggulannya? Melihat tampilan depannya, Oukitel U18 nyaris sama persis dengan ponsel terbaru Apple. Memiliki notch di bagian atasnya, sedikit bedanya hanya di bagian bawah yang tidak tampil penuh. Ponsel ini hadir dalam bentangan layar 5,85 inch dengan aspek rasio 21:9. Resolusinya sendiri 1512 x 720 pixel. Oukitel U18 ditenagai prosesor MediaTek MT6750T dengan RAM 4 GB. Tersedia memori internal 64 GB dan baterai berkapasitas 4.000 mAh. Hadir dengan kamera ganda di bagian belakang bersensor Sony IMX135, ukurannya masing-masing 16 MP dan 13 MP. Sementara untuk selfie dibenamkan kamera Omnivisuon 13 MP. Dengan spesifikasi yang dibawa kamera depan dan belakang, Oukitel mengklaim ponsel barunya itu akan menghadirkan penhgalaman menggunakan kamera SLR. Makin lengkap ponsel ini dilengkapi fitur Face ID untuk membuka ponsel hanya dalam 0,1 detik. Kendati begitu, Oukitel masih memberikan sensor sidik jari yang ditempatkan di belakang bodi. Keran pemesanan awal Oukitel U18 sudah dibuka. Sejatinya ponsel ini dilepas seharga USD 179,99 atau sekitar Rp 2,4 juta. Tapi bagi mereka yang ikut dalam program preorder diberikan harga Rp USD 159,99 atau sekitar Rp 2,1 juta. (afr/afr)",fact
Setitik Noda Warnai Peluncuran Roket Terkuat Sejagat,"Ada sedikit noda dalam peluncuran Falcon Heavy.SpaceX mengumumkan satu dari tiga pendorong Falcon Heavy mengalami kegagalan. Dalam pernyataan resminya, SpaceX mengungkapkan bahwa pendorong Falcon Heavy yang berada di tengah, tidak dapat mendarat di tempat dengan semestinya. Keberhasilan dua pendorong Falcon Heavy yang berada di sisi luar yang mampu mendarat kembali ke Bumi secara simultan setelah peluncurannya, tidak diikuti oleh pendorong yang berada di tengah. SpaceX menjelaskan pendorong tersebut hanya mampu menyalakan kembali satu dari tiga mesin yang dibutuhkan untuk mendarat di drone ship yang telah disediakan. Hal tersebut membuatnya jatuh ke laut dengan kecepatan lebih dari 480 km/jam, sebagaimana detikINET lansir dari The Verge, Rabu (7/2/2018). Secara kronologis, sekitar tiga menit setelah Falcon Heavy mulai mengudara, pendorong yang berada di tengah melepaskan diri dari bagian atas roket tersebut, yang membawa muatan berupa Tesla Roadster dan boneka astronaut bernama Star Man. Setelahnya, pendorong tersebut semestinya akan mendarat di drone ship yang telah dipasang oleh SpaceX. Namun tayangan video yang seharusnya menampilkan pendaratan tersebut justru terhenti sebelum pendorong tengah ini melakukan tugasnya hingga selesai. Ini seakan menjadi noda kecil dari keberhasilan uji coba peluncuran yang dilakukan oleh Falcon Heavy. Meskipun begitu, bagian atas roket tersebut yang ditinggal oleh pendorongnya terlihat masih berjalan dengan baik. Patut untuk dinanti apakah bagian atas dari Falcon Heavy dapat mengarungi sabuk Van Allen dengan tingkat radiasi yang sangat tinggi, agar Tesla Roadster dan Star Man dapat melanjutkan pengembaraannya hingga ke orbit Mars. (agt/fyk)",fact
"Prancis Larang Main Ponsel Saat Mengemudi, Sekalipun Menepi","Sudah cukup banyak peristiwa kecelakaan yang diakibatkan karena mengemudi sambil memainkan smartphone. Prancis sendiri mencatat terjadi peningkatan kecelakaan kendaraan yang terjadi dalam beberapa bulan belakang. Guna menekan angka kecelakaan di jalan, pemerintah Prancis menetapkan aturan yang melarang pengemudi mengendarai sambil mengirim pesan atau menelepon. Bagi masih ada pengemudi yang membandel, maka bersiap mendapat sanksi. Aturan ini pun tak hanya berlaku ketika kendaraan sedang melaju. Seperti dikutip detikINET dari Engadget, Rabu (7/2/2018), pengemudi yang bahkan sudah menepi tetap tidak diperbolehkan mengoperasikan ponselnya, termasuk ketika terjebak macet sekalipun. Aturan yang ditetapkan oleh pengadilan tinggi Prancis ini dimaksudkan untuk membuat aman kondisi di sekitar jalan raya. Denda sebesar 135 euro (Rp 2,2 juta) pun siap diberikan bagi yang melanggara aturan ini. Lantas, bagaimana jika pengemudi ingin menghubungi seseorang? Pemerintah Prancis menyediakan sebuah tempat parkir yang dirancang khusus untuk menggunakan smartphone. Jadi, ketika ada keadaan darurat, di tempat tersebut Anda bisa melakukan panggilan atau mengirim pesan. Prancis sendiri terkenal sebagai negara dengan pengemudi yang memiliki reputasi mengemudi yang gila. Aturan ini dibuat untuk menurunkan angka kecelakaan yang perlahan meningkat setelah beberapa dekade menurun. Tak cuma aturan smartphone, belakangan juga dibuat batas kecepatan maksimal baru dalam berkendara, di mana tadinya 90 km/jam menjadi 80 km/jam. (mag/afr)",fact
"Wacana Aturan Kemendag, Shopee Pede Usung Produk Lokal","Beragam reaksi bermunculan menyusul wacana Kementerian Perdagangan yang ingin mengatur komposisi keharusan produk lokal di sektor e-commerce. Banyak yang pesimis, namun tak jarang juga yang tetap menyambut baik wacana tersebut, contohnya e-commerce Shopee. ""Yang pasti kita masih akan melihat dulu peraturan itu dan kita masih percaya diri karena barang kita masih banyak yang lokal namun kita masih dalam proses menunggu dan melihat juga,"" jelas Brand Manager Rezki Yanuar kepada detikcom di kantor Shopee, Jakarta, Rabu (7/2/2018). Shopee pun makin percaya diri sebab di tahun 2018 ini justru program-program yang mereka usung meliputi program pro UMKM dan barang-barang lokal. ""Shopee banyak menudukung karya lokal seperti kampus Shopee, tempat mengedukasi seller dan mereka juga bisa belajar dengan live streaming-nya,"" sambung Rezki.  Bukan hanya Kampus Shopee yang mencakup 30 kota di tahun ini, ada juga program Kreasi Nusantara yang akan makin digenjot Shopee. ""Kita juga punya program Kreasi Nusantara yang mengkurasi barang-barang produksi lokal Indonesia yang akan kita kumpulin dan kita endorse mereka agar bisa masuk di situ. Kita mau produk UMKM bisa masuk situ,"" jelas Rezki. Sebelumnya, Kementerian Perdagangan (Kemendag) memiliki wacana untuk membuat rancangan yang isinya mengatur kebijakan komposisi keharusan produk lokal yang harus dijual oleh e-commerce. Rancangan ini mengacu dari kebijakan yang sudah diterapkan di sektor ritel. Seperti yang disampaikan oleh Direktur Jenderal Perdagangan Dalam Negeri Kemendag Tjahya Widayanti pekan lalu, dalam Peraturan Menteri Perdagangan nomor 70 dipersyaratkan ritel harus menjual produk lokal 80%. Sementara produk asing 20%. (ega/rou)",fact
"Kominfo: Ada Konten Negatif, Laporkan!","Tanggal 6 Pebruari ini diperingati sebagai Safer Internet Day (SID). Ajakan untuk menggunakan internet dengan baik dan lebih aman pun ramai diserukan. Pada peringatan kali ini mengusung tema 'Create, connect, and share respect: A better internet starts with you', sebuah panggilan untuk bertindak kepada pemangku kebijakan agar memainkan peran mereka dalam menciptakan internet yang lebih baik bagi semua orang, khususnya generasi milenial. ""Lebih dari itu, seruan untuk semua orang bergabung dan terlibat dengan orang lain dengan cara yang terhormat guna memastikan pengalaman digital yang lebih baik,"" kata SID dikutip dari situsnya, Selasa (6/2/2018). Kementerian Komunikasi dan Informatika (Kominfo) pun turut mengkampanyekan penggunaan internet yang lebih baik. Dan kata Kominfo, internet yang baik itu harus dimulai dari diri sendiri. Ada tiga hal utama yang diserukan oleh Kominfo kepada netizen: mari peduli dan hentikan cyber bullying, waspada akan pornografi anak dan pedofilia, serta sebarkan informasi yang benar dan terverifikasi, juga bermanfaat untuk orang lain. Bila masyarakat menemukan adanya konten negatif saat berselancar di dunia maya, Kominfo mengimbau agar melaporkannya ke aduankonten.id, aduankonten@mail.kominfo.go.id, atau melalui WhatsApp di nomor 081-1922-4545.",fact
