News,Label
Caj Tinggi Rawatan Pesakit Kanser Oleh Hospital?,Fake
"Kementerian Kesihatan Malaysia (KKM) memperjelaskan dakwaan bahawa terdapat caj rawatan yang tinggi dikenakan terhadap pesakit kanser, sepertimana yang hangat diperkatakan. Menurut kenyataan rasmi dari KKM: Kementerian Kesihatan Malaysia (KKM) mengambil maklum  berhubung caj rawatan yang dikenakan kepada pesakit kanser di hospital kerajaan. Kementerian ingin menjelaskan bahawa caj rawatan yang dikenakan kepada pesakit kanser warganegara Malaysia adalah berdasarkan Perintah Fi (Perubatan)(Pindaan) 2017, yang juga merupakan perubahan dari Perintah Fi (Perubatan) 1982. Caj bagi rawatan kanser atau onkologi yang terkandung dalam Perintah Fi (Perubatan) 1982 telah dikaji semula dan pengemaskinian seperti dalam Perintah Fi (Perubatan) (Pindaan) 2017 telah dikeluarkan oleh Bahagian Kewangan KKM pada bulan Februari 2017. Caj rawatan yang telah dinyatakan dalam Perintah Fi ini merangkumi SEMUA KOS (caj berkaitan) iaitu caj perundingan doktor/pakar, kos penyediaan perkhidmatan kesihatan termasuk kos operasi tidak langsung seperrti utiliti, kos pentadbiran, penyelenggaraan alai dan fasiliti serta kos ubat dibekalkan. Terdapat dua perkara utama yang dibangkitkan dalam The Star Online dan laman media social iaitu caj rawatan kelas pertama bagi pesakit rujukan swasta bagi setiap kitaran anti-neoplastik/kanser dan caj rawatan kolas ketiga bagi pesakit luar (rujukan kerajaan) bagi setiap kitaran antineoplastik/kanser. 
i. Caj Rawatan Kelas Pertama bagi pesakit rujukan swasta bagi setlap kitaran anti-neoplastik/kanser. Bagi pesakit yang dirujuk oleh pengamal perubatan swasta untuk rawatan anti-neoplastik/kanser, caj yang dikenakan adalah RM400 bagi setiap kitaran. lni adalah berdasarkan kepada Sub-Perkara 4.7.2 di bawah Perkara 4.7 Caj Pesakit Luar dalam Garis Panduan Pelaksanaan Perintah Fi (Perubatan) (Pindaan) 2017, yang menyatakan bahawa caj bagi sesuatu siasatan atau rawatan yang dikenakan kepada pesakit luar yang dirujuk oleh pengamal persendirian/swasta adalah mengikut caj kelas pertama Perintah Fi (Perubatan) (Pindaan) 2017. Dalam kes yang dilaporkan The Star Online, caj RM400 bukanlah caj untuk sekotak ubat Tamoxilen atau ubat Letrozole sebagaimana yang disangkakan. Sebaliknya, ia adalah caj keseluruhan rawatan mengikut kitaran seperti keterangan di atas. Rawatan kepada pesakit tersebut merupakan rawatan berterusan dimana caj yang dikenakan adalah bagi setup 4 minggu (merujuk kepada Garis Panduan Pengenaan Caj bagi Rawatan Anti-Neoplastik Berdasarkan Bahagian 4, Rawatan Radioterapi dan Onkotogi, Perintah Fi (Perubatan) (Pindaan) 2017 yang dikeluarkan oleh Bahagian Kewangan, KKM bertarikh 26 Januari 2017). ii. Caj Rawatan Kelas Ketiga bagi pesakit luar (rujukan kerajaan) bagi setiap kitaran anti-neoplastik/kanser 
Bagi isu yang dipaparkan dalam laman media sosial Facebook berkaitan bayaran yang telah dikenakan untuk mendapatkan bekalan ubat Tamoxilen bagi 6 bulan atau 6 kali kitaran berdasarkan resit yang dipaparkan di laman Facebook milik Zieyla Zaleha, beliau telah dikenakan caj pesakit luar sebanyak RM300 bagi 6 kali kitaran (laitu bayaran RM50 untuk setiap kitaran). Bayaran yang telah dikenakan ke atas pesakit ini adalah seperti yang dinyatakan pada Bahagian 4: Rawatan Radioterapl dan Onkologi di dalam Perintah hi (Perubatan) (Pindaan) 2017 laitu kadar caj pesakit luar (rujukan kerajaan) bagi rawatan radioterapi dan onkologi serta perubatan nukleaar di mana ia adalah berdasarkan caj pesakit luar laitu sebanyak RM50 bagi setiap kali rawatan. ",Real
Susur Keluar Dari Lebuhraya Persekutuan Ke Jalan Templer Ditutup Pada 27-29 Ogos?,Fake
"Jabatan Kerja Raya memperjelaskan laporan mengenai penutupan susur keluar dari Lebuhraya Persekutuan Ke Jalan Templer pada 27 – 29 Ogos 2018 ini, sepertimana yang tular di media sosial. Menurut kenyatan rasmi dari Jabatan Kerja Raya: Adalah dimaklumkan bahawa Laluan Jalan Susur Keluar dari Lebuhraya Persekutuan menghala ke Jalan P. Narayanan, Jalan 222 dan Jalan Templer akan ditutup kepada semua kenderaan pada 27 hingga 29 Ogos 2018 dan 1 hingga 8 September 2018 bermula jam 11.00 malam sehingga jam 5.00 pagi bagi tujuan melaksanakan kerja-kerja pemasangan rasuk dan kerangka keluli bagi jambatan motosikal merentasi Jalan Templer, Daerah Petaling Jaya, Selangor untuk tujuan menaiktaraf kawasan banjir lorong motosikal. Sehubungan dengan itu, susur keluar masuk ini akan ditutup kepada semua lalulintas bagi menjamin keselamatan pengguna jalan raya. Papan tanda pemberitahuan akan dipasang di tapak untuk panduan pengguna jalan raya. Pengawal bendera juga akan sentiasa berada di tapak untuk tujuan kawalan trafik.Sepanjang tempoh kerja pemasangan berlangsung, terdapat 2 situasi penutupan yang akan dijalankan iaitu (1) Penutupan susur keluar dari Lebuhraya Persekutuan ke Jalan Templer, Jalan P. Narayanan dan Jalan 222. (2) Penutupan susur masuk ke Lebuhraya Persekutuan dari Jalan Templer, Jalan P. Narayanan dan Jalan 222. Bagi penutupan jalan situasi (1), pengguna jalan raya dari arah Kuala Lumpur diminta menggunakan laluan alternatif dengan mengambil susur keluar Jalan Timur dan melalui Jalan Selangor atau Jalan Sultan untuk memasuki Jalan Templer. Manakala bagi penutupan jalan situasi (2), pengguna jalan raya yang akan menghala kearah Klang diminta memasuki Lebuhraya Persekutuan melalui Jalan Barat. Peta yang menunjukan laluan alternative berkenaan adalah disertakan seperti lakaran. Kami berharap agar semua pengguna jalan raya mematuhi tanda arah dan papan tanda keselamatan yang disediakan. Kerjasama sepenuhnya daripada semua pengguna jalan raya amat diharapkan. Untuk maklumat lanjut, boleh berhubung dengan Pejabat JKR Daerah Petaling, Selangor di talian 03-7839 2584, fax 03-7839 2403. ",Real
Ayam Dijual Di Pasaran Dikhuatiri Dijangkiti Selesema Burung?,Fake
"Jabatan Perkhidmatan Veterinar (JPV) memperjelaskan mengenai kebimbangan bahawa ayam yang dijual di pasaran adalah tidak selamat ekoran penyebaran penyakit selesema burung, sepertimana yang hangat diperkatakan. Menurut Penolong Pengarah Seksyen Perkhidmatan Veterinar, JPV Sabah Dr Zul Bahar Abd Rashid, pengguna tidak perlu bimbang untuk membeli ayam yang dijual di pasaran kerana tidak ada bekalan ayam dalam pasaran berasal dari ladang ternakan ayam yang dijangkiti selesema burung. Ujarnya lagi, ayam yang hendak dipasarkan telah menjalani pemeriksaan teliti termasuk pemeriksaan antemortem secara fizikal bagi memastikan tahap kesihatan ayam itu baik untuk penghasilan daging yang selamat kepada pengguna, sekaligus memastikan hanya produk ayam sihat sahaja dibenarkan berada dalam pasaran. Beliau berkata sebuah ladang ternakan ayam yang dikesan positif dengan selesema burung pada 3 Ogos 2018 sudah dikawal sepenuhnya manakala aktiviti pemantauan diteruskan bagi mengelakkan virus selesema burung daripada merebak ke kawasan lain, selain kesemua telur ayam di ladang berkenaan juga telah dilupuskan. ",Real
Hospital Sultanah Bahiyah Kini Melarang Peneman Untuk Ibu Bersalin?,Fake
"Jabatan Kesihatan Negeri (JKN) Kedah memperjelaskan dakwaan bahawa pihaknya kini melarang bagi peneman untuk ibu bersalin di Hospital Sultanah Bahiyah, sepertimana yang tular di media sosial. Menurut Pengarah JKN Kedah, Datuk Dr Norhizan Ismail,  langkah itu terpaksa diambil susulan kejadian seorang lelaki berusia 23 tahun mengamuk selepas permohonan untuk isterinya bersalin secara pembedahan tidak diluluskan pihak hospital. Katanya, pihak hospital membuat keputusan itu selepas mendapati ibu berkenaan tidak mempunyai indikasi untuk bersalin secara pembedahan menyebabkan suaminya bertindak menumbuk dan merosakkan pintu bilik bersalin serta tidak mengendahkan arahan menunggu di luar wad selepas insiden berlaku. “Susulan itu, HSB mengambil tindakan memberhentikan sementara kebenaran menemani isteri bersalin untuk menyemak semula prosedur kebenaran peneman kepada ibu bersalin supaya kejadian sebegini tidak berulang.” 
 ",Real
Bayaran Subsidi Jemaah Haji Dimansuhkan?,Fake
"Jabatan Perdana Menteri (JPM) memperjelaskan dakwa subsidi Haji telah dimansuhkan pihak kerajaan. Menteri di Jabatan Perdana Menteri, Datuk Dr Mujahid Yusof Rawa berkata, bayaran subsidi bagi jemaah haji muassasah Tabung Haji (TH) yang menunaikan haji akan dikekalkan seperti tahun ini untuk musim haji tahun depan. Sesuai dengan asas penubuhan TH untuk memberi khidmat dan memudah cara umat Islam Malaysia menunaikan rukun Islam kelima itu, kerajaan akan memastikan para jemaah tidak akan terbeban oleh kos menunaikan haji. “Kita subsidikan setiap jemaah haji kita sebenarnya lebih daripada jumlah yang dibayar oleh mereka. Mereka cuma bayar RM9,980 manakala yang kerajaan subsidikan lebih kurang RM12,000 bagi setiap jemaah.” ",Real
"Mi Segera Ramyeon Samyang Dari Korea Tidak Halal? Tersebar luas sebuah mesej yang dikitar semula, yang mendakwa kononnya ramuan makanan mi segera Ramyeon Samyang daripada Korea dikhuatiri tidak halal.",Fake
"Jabatan Kemajuan Islam Malaysia (JAKIM) menjelaskan berkenaan isu tular mi segera Ramyeon Samyang pernah dijelaskan oleh Bahagian Hab Halal, JAKIM pada 13 Jun 2016 yang lalu. JAKIM menyatakan status HALAL mi Segera Ramyeon Samyang diragui kerana menggunakan mesin yang sama dengan produk tidak halal adalah tidak benar. Menurut JAKIM, produk tersebut merupakan pemegang Sijil Halal dari Korean Muslim Federation (KMF) yang merupakan badan pensijilan halal luar negara yang diiktiraf oleh JAKIM di Negara Korea Selatan. ",Real
Kementerian Pertahanan Halang SPRM Siasat Kes Rasuah?,Fake
"Kementerian Pertahanan memperjelaskan dakwaan bahawa pihaknya akan menghalang Suruhanjaya Pencegahan Rasuah Malaysia (SPRM) untuk menyiasat kes rasuah RM800,000 yang melibatkan pegawai kanan politik sepertimana yang tular di media sosial. Menurut kenyataan akhbar Kementerian Pertahanan Malaysia: Seperti kenyataan saya di Parlimen sebelum ini dalam siasatan terhadap Kementerian Pertahanan yang diketuai bekas Ketua Audit Negara, Tan Sri Ambrin Bung, saya juga mengalu-alukan siasatan Suruhanjaya Pencegahan Rasuah Malaysia (SPRM) terhadap sesiapa sahaja di Kementerian Pertahanan mahupun di pejabat saya. Saya juga bersedia memberikan komitmen dan kerjasama penuh kepada pihak SPRM. Bagi saya, tiada kompromi dalam soal integriti. Sekiranya terdapat apa-apa kes, SPRM bolehlah mendakwa individu yang terlibat mengikut saluran undang-undang sedia ada. ",Real
Pemandu Lori Dibelasah Di MCKIP?,Fake
"Pihak Polis memperjelaskan dakwaan bahawa terdapat insiden seorang pemandu lori  dipukul di Taman Perindustrian Kuantan Malaysia-China (MCKIP) sehingga membawa kepada tindakan sekumpulan lelaki merusuh di taman berkenaan. Polis menegaskan akan menjejaki individu yang bertanggungjawab menyebarkan berita palsu sehingga membawa kepada tindakan sekumpulan lelaki merusuh di Taman Perindustrian Malaysia-China Kuantan (MCKIP), Gebeng. Ketua Polis Kuantan, Asisten Komisioner Mohammad Noor Yusof Ali berkata, kejadian itu telah mengakibatkan empat pengawal keselamatan warganegara China cedera dipukul termasuk seorang patah kaki kiri oleh sekumpulan 50 hingga 60 lelaki. “Setakat ini kita telah memanggil kesemua pengawal yang bertugas malam tersebut untuk direkodkan keterangan mereka dengan bantuan jurubahasa. Ia bagi melengkapkan siasatan. “Polis percaya tindakan sekumpulan lelaki tersebut adalah berpunca daripada satu berita yang disebarkan dalam Facebook menyatakan seorang pemandu lori mati dipukul di MCKIP. “Justeru polis menasihati orang ramai agar tidak mudah mempercayai dan berhenti menyebar berita palsu. Orang ramai perlu mengambil kesahihan sesuatu berita terlebih dahulu serta jangan sesekali bertindak sendiri.”     ",Real
"Penculikan Kanak-Kanak Di Senadin Dan Berdekatan SK Anchi, Miri? Hangat diperkatakan di media sosial dakwaan bahawa terdapat kes penculikan kanak-kanak yang didakwa berlaku di Senadin dan di hadapan Sekolah Kebangsaan (SK) Anchi, Miri, Sarawak.",Fake
"Menurut Ketua Polis Daerah Miri, Asisten Komisioner Lim Meng Seah, berita penculikan kanak-kanak di bandar raya Miri tidak benar. Ujarnya lagi, tiada laporan polis diterima berkaitan kes penculikan kanak-kanak yang didakwa berlaku di Senadin dan di hadapan Sekolah Kebangsaan (SK) Anchi. ",Real
Pelantikan Dewan Speaker Tidak Mematuhi Syarat?,Fake
"Dewan Rakyat memperjelaskan dakwaan bahawa pelantikan Speaker Dewan tidak mematuhi syarat pelantikan Yang di-Pertu sepertimana yang tular di media sosial. Menurut Setiausaha Dewan Rakyat, Datuk Rosmee Hamza, Parlimen sudah menerima notis pencalonan Yang di-Pertua Dewan Rakyat pada 2 Julai lalu, sekali gus mematuhi syarat di bawah Perkara 57 Perlembagaan Malaysia.   ",Real
Sindiket Penipuan Menggunakan Identiti Dan Nama Mahkamah?,Fake
"Menurut Pejabat Ketua Pendaftar Mahkamah Persekutuan Malaysia (PKPMP), di antara kaedah yang digunakan oleh sindiket tersebut adalah melalui panggilan telefon dan penghantaran e-mel. Pejabat PKPMP ingin menegaskan bahawa pihak mahkamah tidak akan sewenang-wenangnya membuat panggilan telefon secara rambang kepada orang awam. Pejabat ini memandang serius mengenai perkara ini dan ingin menasihatkan orang awam agar berhati-hati supaya dapat mengelakkan diri daripada menjadi mangsa penipuan.   ",Real
Kerajaan Perlu Membayar Pampasan Berikutan Penangguhan HSR?,Fake
"Menteri Hal Ehwal Ekonomi memperjelaskan dakwaan bahawa kerajaan perlu membayar pampasan yang tinggi berikutan keputusan kerajaan untuk menangguhkan pelaksanaan projek Kereta Api Berkelajuan Tinggi (HSR) Kuala Lumpur-Singapura. Menurut Menteri Hal Ehwal Ekonomi, Datuk Seri Mohamed Azmin Ali, projek Kereta Api Berkelajuan Tinggi (HSR) ditangguhkan dalam satu tempoh masa yang munasabah tanpa melibatkan pembayaran pampasan. Ujarnya, pembayaran pampasan berkenaan hanya akan dikenakan jika Malaysia gagal melaksanakan projek HSR selepas tamat tempoh penangguhan. “Tidak ada pampasan yang perlu dibayar dalam tempoh penangguhan projek ini dan ia dibayar sekiranya di akhir tempoh penangguhan kita membatalkan projek.” Datuk Seri Azmin turut menambah, dalam tempoh penangguhan itu, Malaysia dan Singapura meneruskan perbincangan termasuk mengambil langkah mengurangkan kos projek, termasuk menggunakan teknologi yang baru. ",Real
Kerajaan Tidak Akan Meneruskan Rancangan Untuk Mengiktiraf Sijil UEC?,Fake
"Kementerian Pendidikan memperjelaskan dakwaan bahawa pihaknya tidak akan mengiktiraf Sijil Peperiksaan Bersama (UEC) walaupun ianya terkandung dalam manifesto Pakatan Harapan pada Pilihan Raya Umum yang lalu. Menurut Menteri Pendidikan, Dr. Maszlee Malik, kerajaan akan meneruskan rancangan untuk mengiktiraf Sijil Peperiksaan Bersama (UEC) selaras manifesto Pakatan Harapan pada pilihan raya umum lepas. Maszlee menegaskan, pihaknya tidak akan membuat ‘pusingan u’ atau dilihat flip-flop dalam perkara itu. Beliau berkata, dalam Harapan, perkara tersebut tidak mempunyai percanggahan meskipun ditentang banyak pihak. Walau bagaimanapun, Maszlee sebelum ini menyatakan komitmen Kementerian Pendidikan tidak akan menggadaikan bahasa Melayu dan mengkaji secara holistik sebelum membuat keputusan berhubung pengiktirafan sijil tersebut. ",Real
Isu Perjanjian Air Dan HSR Gugat Hubungan Malaysia-Singapura ?,Fake
"Kementerian Luar Negeri memperjelaskan dakwaan bahawa isu perjanjian air dan Rel Berkelajuan Tinggi (HSR) yang akan dikaji semula bakal mengugat hubungan dua hala antara Malaysia dan Singapura sepertimana yang tular di media sosial.   Menurut Menteri Luar, Datuk Saifuddin Abdullah, penangguhan Projek Rel Berkelajuan Tinggi (HSR) Kuala Lumpur-Singapura dan kajian semua Perjanjian Air 1962 tidak merencatkan hubungan dua hala antara Malaysia dan Singapura. Sebaliknya, katanya kedua-dua kerajaan melihat isu HSR dan perjanjian air perlu ditangani tetapi tidak seharusnya mengganggu gugat hubungan baik dua hala yang sedia ada. Malah kedua-dua kerajaan mahu mempertingkatkan hubungan dua hala kedua-dua negara. ",Real
Waspada Cuaca Jerebu Yang Melanda Pulau Pinang,Fake
"Kerajaan negeri Pulau Pinang menasihatkan orang ramai supaya bertenang dan mengambil lebih minuman berikutan keadaan berjerebu di negeri tersebut. “Bagi individu sihat, pendedahan beberapa hari kepada keadaan berjerebu tidak menyebabkan masalah kesihatan serius kecuali radang mata, hidung dan kerongkong,” ",Real
Tarikh Peperiksaan Akhir Tahun Diubah ?,Fake
Kementerian Pendidikan Malaysia (KPM) memperjelaskan perubahan tarikh peperiksaan akhir tahun sehari selepas perayaan Deepavali sepertimana yang tular di media sosial. Menurut kenyataan akhbar KPM: Merujuk kepada aduan yang tular di laman sosial bahawa terdapat peperiksaan akhir tahun dijalankan di sekolah dari negeri Kedah sehari selepas perayaan Hari Deepavali iaitu pada 7 November 2018. Pihak Kementerian Pendidikan Malaysia (KPM) mengarahkan semua sekolah agar mengikut Garis Panduan yang ditetapkan oleh KPM dan Jabatan Pendidikan Negeri (JPN) Maka tarikh peperiksaan tersebut telah dibatalkan dan diubah ke satu tarikh yang baharu yang akan dimaklumkan kemudian. Kementerian memandang serius perkara ini dan menyarankan pihak sekolah agar merujuk kepada JPN berkenaan tarikh-tarikh penting. Pihak sekolah juga harus sentiasa peka dengan tarikh sambutan perayaan di negara ini. ,Real
Keranda Dan Makanan Bayi Dikenakan SST?,Fake
"Pihak Kastam memperjelaskan dakwaan bahawa keranda dan makanan bayi dikenakan cukai jualan dan perkhidmatan (SST) sepertimana yang hangat diperkatakan. Menurut Ketua Pengarah Kastam, Datuk Seri Subromaniam Tholasy keranda yang diperbuat daripada kayu dan makanan bayi dikecualikan SST. “Kastam telah memuatnaik cadangan barang-barang yang dikecualikan daripada cukai jualan dikemaskini pada 21 Ogos lalu, dan daripada barangan tersebut, kedua-dua barangan yang dinyatakan itu dikecualikan cukai jualan. Dengan penjelasan ini, kami berharap isu ini selesai dan tidak mengelirukan rakyat serta pengguna.” ",Real
Waspada Panggilan Palsu Individu Mendakwa Dari SPRM,Fake
Orang ramai adalah dinasihatkan supaya berhati-hati dengan isu tular kembali berhubung panggilan telefon dari pihak yang mendakwa dari Suruhanjaya Pencegahan Rasuah Malaysia (SPRM) yang meminta maklumat peribadi. . Tular: Ogos 2018 . Tular: Jun 2018 SURUHANJAYA Pencegahan Rasuah Malaysia (SPRM) menasihatkan orang ramai agar berhati-hati dan tidak terpedaya sekiranya menerima panggilan telefon meragukan mendakwa daripada SPRM yang meminta beberapa maklumat peribadi termasuk butiran-butiran sulit kerana dikhuatiri  ,Real
Produk Valsartan Yang Ditarikbalik Dari Pasaran Di UK Terdapat Di Malaysia?,Fake
"Kementerian Kesihatan Malaysia (KKM) memperjelaskan dakwaan bahawa tujuh produk jenama Valsartan yang ditarikbalik di United Kingdom (UK) berada dalam pasaran Malaysia, sepertimana yang hangat diperkatakan di media sosial. Menurut kenyataan rasmi KKM: Kenyataan ini dikeluarkan berikutan   yang dikeluarkan oleh Medicines and Healthcare Products Regulatory Agency (MHRA), United Kingdom pada 5 Julai 2018. Terdapat 7 produk terlibat yang ditarikbalik dari pasaran United Kingdom seperti berikut: Semakan daripada senarai daftar Bahagian Regulatori Farmasi Negara (NPRA) mendapati bahawa ketujuh-tujuh produk daripada pemegang pendaftaran produk di atas adalah tidak berdaftar dengan Pihak Berkuasa Kawalan Dadah (PBKD). Produk-produk tersebut sepatutnya  . KKM sentiasa mengambil berat akan kualiti, keselamatan dan keberkesanan produk farmaseutikal sebelum produk tersebut diluluskan untuk pendaftaran. Pengawasan mutu produk farmaseutikal yang berdaftar di pasaran turut dilakukan bagi memastikan produk tersebut benar-benar selamat. Orang ramai dinasihatkan untuk menggunakan produk yang berdaftar dengan PBKD dan boleh menyemak status pendaftaran sesuatu produk dengan melayari laman sesawang NPRA di   atau menghubungi pihak NPRA di talian 03-78835560 / 61 / 62 atau Pusat Panggilan Farmasi Kebangsaan (NPCC) di talian 1800 88 6722. ",Real
Penduduk Setempat Dipindahkan Akibat Struktur Empangan Bengoh Tidak Selamat? Hangat diperkatakan di media sosial dakwaan bahawa penduduk setempat di sekitar empangan Bengoh telah dipindahkan kerana struktur empangan itu kini tidak lagi stabil ekoran berlaku kebocoran.,Fake
,Real
Kementerian Pendidikan Bekukan Biasiswa MyBrain?,Fake
"Kementerian Pendidikan Malaysia (KPM) memperjelaskan dakwaan bahawa kementeriannya membekukan peruntukan biasiswa MyBrain sepertimana yang tular di media sosial. Penangguhan Program Biasiswa MyBrain dibuat sementara mendapat kelulusan peruntukan daripada Unit Perancang Ekonomi (EPU) dan Kementerian Kewangan. Menteri Pendidikan, Dr Maszlee Malik berkata, Kementerian Kewangan dan EPU pada waktu ini mungkin sedang melihatkan kepentingan terhadap beberapa isu terdahulu. Jelas beliau, “Kita perlu ketahui bahawa program MyBrain melibatkan lebih 10,000 di kalangan mereka yang menerima. Jadi apa yang berlaku ialah kerajaan sebelum ini telah menjanjikan RM90 juta peruntukan tetapi ia tidak pernah sampai lagi kepada Kementerian Pendidikan. Ia langkah politik daripada kerajaan lepas. RM90 juta itu sebenarnya tidak cukup untuk menampung keseluruhan pengajian penerima tersebut. Keseluruhan kos yang perlu ditampung ialah RM612 juta. Dan ini memberikan implikasi kewangan yang besar”. ",Real
Ketua Pengarah Pelajaran Malaysia Beri Arahan Pengemaskinian Borang Biodata Guru 2018? Tular di media sosial dakwaan bahawa Ketua Pengarah Pelajaran telah mengeluarkan arahan kepada guru-guru untuk mengemaskini biodata guru-guru sekolah menengah kebangsaan diseluruh negara.,Fake
"Menurut kenyataan Kementerian Pendidikan Malaysia: Kementerian Pendidikan Malaysia ingin mengeluarkan kenyataan rasmi bahawa Y.Bhg. Datuk D. A Bin Senin, Ketua Pengarah Pelajaran Malaysia tidak pernah mengeluarkan sebarang arahan secara bertulis atau lisan untuk mengemaskini biodata guru-guru sekolah rnenengah kebangsaan diseluruh negara sepertimana dakwaan yang tular di aplikasi Whatsap, media sosial. Para guru dan kakitangan sekolah yang menerima surat atau borang Kelengkapan Biodata Guru Tahun 2018 diminta mengabaikannya dan tidak memberikan sebarang maklumat atau data peribadi seperti yang diminta. Pihak kementerian percaya data peribadi ini akan digunakan oleh pihak tidak bertanggungjawab untuk keuntungan masing-masing. Satu laporan polis akan dibuat berhubung perkara ini. ",Real
Roti Produk Massimo Mengandungi DNA Babi? Tersebar luas sebuah mesej yang dikitar semula yang mendakwa kononnya roti produk Massimo keluaran Syarikat The Italian Baker mengandungi DNA babi.,Fake
Bahagian Hab Halal JAKIM melalui kenyataan di media sosial menafikan perkara tersebut. Produk Massimo keluaran Syarikat The Italian Baker Sdn Bhd adalah pemegang Sijil Pengesahan Halal Malaysia (SPHM) dan tarikh luput SPHM tersebut masih sah sehingga kini. ,Real
"Kad Perniagaan Dicalit Dadah Sebelum Diserahkan Kepada Seorang Wanita? Tersebar luas sebuah mesej yang dikitar semula, yang mendakwa kononnya terdapat insiden dimana kad perniagaan dicalit dadah sebelum diserahkan kepada seorang wanita.",Fake
"Penyebaran maklumat melalui laman sosial dan aplikasi Whatsapp berhubung dakwaan kad perniagaan dicalit dadah sebelum diserahkan kepada seorang wanita di Setia Alam, Selangor adalah tidak berasas. Tiada sebarang laporan polis diterima setakat ini. ",Real
Perkhidmatan Perbankan BSN Akan Tergendala Daripada 31 Ogos Hingga 4 September 2018?,Fake
"Bank Simpanan Nasional (BSN) memaklumkan bahawa perkhidmatan perbankan yang disediakan oleh pihaknya akan tergendala buat sementara waktu, daripada 31 Ogos 2018 hingga 4 September 2018 (11 pagi). Maklumat yang sama turut tular di media sosial seperti berikut.   Menurut notis rasmi pihak Bank Simpanan Nasional (BSN), perkhidmatan perbankan yang terlibat adalah seperti berikut: Para pelanggan dinasihatkan agar merancang transaksi perbankan sebelum tempoh gangguan perkhidmatan bermula. Untuk keterangan lanjut, para pelanggan boleh menghubungi pihak BSN di talian 1300-88-1900. ",Real
Waspada Maklumat Palsu Berkaitan Pelaksanaan SST,Fake
"Orang ramai terutamanya pembekal barang dinasihatkan agar tidak tidak menyebarkan maklumat palsu mengenai pelaksanaan Cukai Jualan dan Perkhidmatan (SST). Kementerian Perdagangan Dalam Negeri dan Hal Ehwal Pengguna (KPDNHEP) memberi amaran kepada pembekal barangan pengguna supaya tidak menyebarkan maklumat palsu mengenai pelaksanaan Cukai Jualan dan Perkhidmatan (SST) bulan September. Menterinya, Datuk Saifuddin Nasution Ismail berkata, pihaknya menyedari terdapat segelintir pembekal barangan telah mengeluarkan surat pekeliling kepada peruncit tentang kenaikan harga barang selepas pelaksanaan SST. “Kami sedang memerhati pembekal-pembekal ini dan kementerian tidak akan teragak-agak untuk mengambil tindakan sekiranya perlu.” ",Real
Terdapat Emel Larangan Penggunaan Terma Sambutan “Hari Kebangsaan” 2018 Oleh KKMM?,Fake
"Kementerian Komunikasi dan Multimedia Malaysia (KKMM) memperjelaskan lebih terperinci berhubung satu emel bertarikh 4 Julai 2018 yang telah dikeluarkan oleh pihak KKMM berkenaan larangan penggunaan terma sambutan “Hari Kebangsaan” 2018. Menurut kenyataan rasmi KKMM: Kementerian Komunikasi dan Multimedia Malaysia (KKMM) selaku Urus Setia Induk Sambutan Hari Kebangsaan dan Hari Malaysia ingin menjelaskan bahawa  penggunaan terma “Merdeka” bagi merujuk kepada sambutan Hari Kebangsaan. Orang ramai boleh menggunakan terma “Hari Kemerdekaan”, “Hari Kebangsaan” dan “Hari Malaysia” untuk mengadakan program-program atau acara berkaitan Sambutan Hari Kebangsaan dan Hari Malaysia bagi menyemarakkan dan menggelorakan semangat patriotik. Orang ramai juga digalakkan untuk bersama-sama mengibarkan Jalur Gemilang di premis masing-masing bagi menzahirkan semangat patriotisme dan menyokong kempen Kibar Jalur Gemilang 2018. ",Real
Tarif Elektrik Terpaksa Dinaikkan Bagi Melindungi TNB Daripada Kerugian? Tular di media sosial dakwaan kononnya YAB Perdana Menteri baru-baru ini telah mengeluarkan kenyataan bahawa tarif elektrik terpaksa dinaikkan bagi melindungi Tenaga Nasional Berhad (TNB) daripada kerugian.,Fake
"Kementerian Tenaga, Teknologi Hijau dan Air (KeTTHA) telah menerima maklumat tentang tersebarnya kenyataan tentang ‘Tarif Elektrik Terpaksa Dinaikkan Bagi Melindungi TNB Daripada Kerugian – Najib Razak’ KeTTHA menyatakan berita tersebut adalah tidak benar dan telah menimbulkan kekeliruan kepada masyarakat umum. Menurut KeTTHA, kenyataan oleh YAB Perdana Menteri Malaysia, YAB Dato’ Sri Mohd Najib bin Tun Abdul Razak adalah kenyataan lama bertarikh 16 Mei 2014. ",Real
Produk Pemutihan Kulit Dan Suntikan Vitamin C Dalam Talian Selamat Untuk Digunakan?,Fake
